Phylum	Class	Genus	Species	Subspecies	English name	GB	FRANCE	BELGIUM	NETHERLANDS	RINSE GB	RINSE FRANCE	RINSE BELGIUM	RINSE NETHERLANDS	Environment
Arthropoda	Insecta	Oryzaephilus	acuminatus  			Y				?				T
Arthropoda	Insecta	Oryzaephilus 	surinamensis			Y			Y	Y			N	T
Chordata	Actinopterygii	Osphronemus	goramy		Giant gourami	N	Y	N		N	N	N		M
Arthropoda	Arachnida	Ostearius	melanopygius			Y	Y	Y	Y					T
Chordata	Amphibia	Osteopilus	septentrionalis		Cuban Tree Frog	Y				?				F+T
Nematoda	Chromadorea	Ostertagia 	mossi						Y				?	T
Zygomycota	not assigned	Ostracoblabe	implexa				Y				?			M
Mollusca	Bivalvia	Ostrea	angasi		Southern mud oyster		Y				Y			M
Mollusca	Bivalvia	Ostrea	denselamellosa		Asian Milin oyster		Y	Y	Y		Y	Y	Y	M
Mollusca	Bivalvia	Ostrea	edulis		European flat oyster	nat	Y, nat	nat	nat	nat	Y, nat	nat	nat	M
Mollusca	Bivalvia	Ostrea	puelchana		Argentinean flat oyster		Y				N			M
Cnidaria	Hydrozoa	Ostroumovia	inkermanica						Y, Er				Y	M
Arthropoda	Insecta	Otiorhynchus	apenninus						Y				Y	T
Arthropoda	Insecta	Otiorhynchus	armadillo			Y			Y	Y			Y	T
Arthropoda	Insecta	Otiorhynchus	aurifer			Y			Y				Y	T
Arthropoda	Insecta	Otiorhynchus	coecus			Y								T
Arthropoda	Insecta	Otiorhynchus	corruptor			Y	Y							T
Arthropoda	Insecta	Otiorhynchus	crataegi		 Privet weevil	Y			Y	Y			Y	T
Arthropoda	Insecta	Otiorhynchus	dieckmanni			Y			Y	Y			Y	T
Arthropoda	Insecta	Otiorhynchus	salicicola			Y				Y				T
Arthropoda	Insecta	Otiorhynchus	setosulus			Y				Y				T
Arthropoda	Insecta	Otiorhynchus	sulcatus		 Black Vine Weevil	Y		Y	Y	Y		Y	Y	T
Arthropoda	Insecta	Ovaticoccus	agavium			Y	Y			?	?			T
Chordata	Mammalia	Ovis 	aries		Wild Sheep	Y	Y	Y	Y	N	?	?	?	T
Angiospermae	Eudicotyledoneae	Oxalis	corniculata		Procumbent Yellow-Sorrel	Y	Y	Y	Y		Y	Y	Y	T
Angiospermae	Eudicotyledoneae	Oxalis	debilis		Large-Flowered Pink-Sorrel	Y	Y	Y	Y			Y	Y	T
Angiospermae	Eudicotyledoneae	Oxalis	latifolia		Garden Pink-sorrel	Y	Y	Y	Y			Y		T
Arthropoda	Diplopoda	Oxidus	gracilis			Y	Y	Y	Y	Y	N	Y	Y	T
Arthropoda	Insecta	Oxycarenus	lavaterae				Y		Y					T
Arthropoda	Insecta	Oxytelus	migrator  				Y	Y			?	?		T
Chordata	Aves	Oxyura	jamaicensis		Ruddy Duck	Y	Y	Y	Y	Y	Y	Y	Y	F+T
Chordata	Aves	Oxyura	leucocephala		White-headed Duck	Y	nat	nat	nat	Y	nat	nat	nat	F+T
Chordata	Aves	Oxyura	maccoa		Maccoa Duck	Y				Y				F+T
Chordata	Aves	Oxyura	vittata		Argentine Blue-billed Duck	Y			Y	Y			Y	F+T
Chordata	Actinopterygii	Pachychilon	pictum		Albanian Roach	N	Y	N		N	?	N		F
Arthropoda	Diplopoda	Pachymerium	ferrugineum			Y	Y			Y	N			T
Arthropoda	Insecta	Pachynematus	imperfectus			Y		Y	Y	N		?	?	T
Arthropoda	Insecta	Pachynematus	montanus  			Y				?				T
Arthropoda	Insecta	Pachynematus	scutellatus  			Y				?				T
Arthropoda	Insecta	Pachyprotasis	variegata  			Y				?				T
Arthropoda	Insecta	Pachyrhinus	 lethierryi			Y			Y	Y			Y	T
Chordata	Amphibia	Pachytriton	labiatus		newt			Y				Y		F
Arthropoda	Malacostraca	Pacifastacus	leniusculus		Signal Crayfish	Y	Y	Y	Y	Y	Y	Y	Y	F
Arthropoda	Malacostraca	Palaemon	macrodactylus		Oriental prawn	Y	Y	Y	Y	Y	Y	Y	Y	M
Arthropoda	Malacostraca	Palinurus	elephas			Y	Y	Y	Y	Y	N	Y	Y	F
Arthropoda	Insecta	Palmicultor	palmarum				Y							T
Arthropoda	Insecta	Palorus	ratzeburgii		 Small-Eyed Flour Beetle	Y	Y	Y	Y	Y	?	?	?	T
Arthropoda	Insecta	Palorus	subdepressus		 Depressed Flour Beetle	Y	Y			Y	N			T
Arthropoda	Insecta	Palorus 	depressus						Y				Y	T
Arthropoda	Insecta	Panaphis	juglandis			Y	Y	Y		Y	N	Y		T
Angiospermae	Monocotyledoneae	Panicum	dichotomiflorum		Autumn Millet	Y	Y	Y	Y			Y	Y	T
Angiospermae	Monocotyledoneae	Panicum	miliaceum		Common Millet	Y	Y	Y	Y		Y	Y	Y	T
Angiospermae	Monocotyledoneae	Panicum	schinzii		Transvaal Millet	Y	Y	Y	Y			Y		T
Arthropoda	Insecta	Panolis	flammea		 Pine Beauty	Y	Y	Y	Y	Y	Y		Y	T
Arthropoda	Arachnida	Panonychus	citri			Y	Y		Y					T
Arthropoda	Insecta	Panspaeus	guttatus  			Y				Y				T
Arthropoda	Insecta	Paoliella	eastopi			Y				?				T
Angiospermae	Magnoliopsida	Papaver	atlanticum		Atlas Poppy	Y		Y	Y			Y	Y	T
Arthropoda	Insecta	Parabemisia	myricae				Y				?			T
Chordata	Aves	Parabuteo	unicinctus		 Harris's Hawk	Y		Y	Y	Y		Y	Y	T
Arthropoda	Insecta	Paracarotomus	cephalotes  				Y				?			T
Arthropoda	Insecta	Paracolopha	morrisoni			Y				?				T
Chordata	Aves	Paradoxornis	webbianus		 Vinous-throated Parrotbill	Y			Y	Y				T
Arthropoda	Maxillopoda	Paraergasilus	longidigitus			Y				Y				F
Annelida	Polychaeta	Paralaeospira	malardi			Y	Y			Y	N			M
Mollusca	Gastropoda	Paralaoma	servilis		 Pinhead Spot Slug	Y			Y	Y			N	T
Arthropoda	Insecta	Paralipsa	gularis		 Stored Nut Moth	Y	Y	Y	Y	Y				T
Nematoda	Adenophorea	Paralongidorus	maximus		Needle nematode	Y				Y				F
Arthropoda	Insecta	Paraphloeostiba	gayndahensis  				Y				?			T
Arthropoda	Malacostraca	Parapilumnus	malardi				Y		Y		Y		Y	F
Arthropoda	Insecta	Parapoynx	bilinealis			Y								F+T
Arthropoda	Insecta	Parapoynx	crisonalis  			Y				?				F+T
Arthropoda	Insecta	Parapoynx	diminutalis  			Y				?				F+T
Arthropoda	Insecta	Parapoynx	fluctuosalis  			Y				?				F+T
Arthropoda	Insecta	Parapoynx	obscuralis		American China-mark	Y, Indoors								F+T
Arthropoda	Insecta	Parapoynx	polydectalis  			Y				?				F+T
Arthropoda	Insecta	Parasaissetia	nigra			Y	Y			?	?			T
Arthropoda	Insecta	Parascythopus	exsulans						Y					T
Arthropoda	Diplopoda	Paraspirobolus	lucifugus			Y	Y		Y					T
Arthropoda	Insecta	Parasyrphus	lineolus  			Y				?				T
Arthropoda	Insecta	Parasyrphus	malinellus		 A Hoverfly	Y	Y		Y	Y	N		Y	T
Arthropoda	Insecta	Paratillus	carus  			Y	Y			Y	?			T
Arthropoda	Insecta	Paratrechina	bourbonica		 Robust crazy ant	Y								T
Arthropoda	Insecta	Paratrechina	longicornis		 Crazy ant	Y	Y		Y	?	?		?	T
Arthropoda	Insecta	Paratrechina	vividula			Y	Y		Y					T
Nematoda	Adenophorea	Paratrichodorus	renifer		 Stubby-root Nematode				Y				?	T
Arthropoda	Insecta	Pardasena	virgulana		 Grey Square	Y				Y				T
Arthropoda	Insecta	Parectopa	robiniella  			Y	Y			?	?			T
Arthropoda	Collembola	Parisotoma	notabilis			Y	Y	Y	Y	Y	N	N	Y	T
Arthropoda	Insecta	Parlatoria	blanchardi				Y				?			T
Arthropoda	Insecta	Parlatoria	camelliae				Y				?			T
Arthropoda	Insecta	Parlatoria	crotonis			Y	Y			?	?			T
Arthropoda	Insecta	Parlatoria	pergandii				Y				?			T
Arthropoda	Insecta	Parlatoria	proteus			Y	Y			?	?			T
Arthropoda	Insecta	Parlatoria	theae				Y				?			T
Arthropoda	Insecta	Parlatoria	ziziphi				Y				?			T
Chordata	Aves	Paroaria	coronata		 Red-crested Cardinal	Y			Y				Y	T
Arthropoda	Insecta	Paromalus	luderti  				Y				?			T
Angiospermae	Magnoliopsida	Parthenocissus	inserta		False Virginia-Creeper	Y	Y	Y	Y		Y	Y	Y	T
Angiospermae	Magnoliopsida	Parthenocissus	quinquefolia		Virginia-creeper	Y	Y	Y	Y			Y	Y	T
Arthropoda	Insecta	Parthenolecanium 	fletcheri				Y		Y					T
Arthropoda	Insecta	Parthenothrips 	dracaenae			Y	Y		Y					T
Chordata	Aves	Parula	americana		 Northern Parula	Y	Y							T
Angiospermae	Monocotyledoneae	Paspalum	dilatatum		Dallisgrass		Y	Y				Y		T
Chordata	Aves	Passer	castanopterus		 Somali Sparrow	Y								T
Chordata	Aves	Passer	luteus		 Sudan Golden Sparrow	Y			Y	Y			Y	T
Chordata	Aves	Passerina	amoena		 Lazuli Bunting	Y								T
Chordata	Aves	Passerina	caerulea		 Blue Grosbeak	Y		Y				Y		T
Chordata	Aves	Passerina	ciris		 Painted Bunting	Y								T
Chordata	Aves	Passerina	cyanea		 Indigo Bunting	Y								T
Chordata	Aves	Passerina	leclancherii		 Orange-breasted Bunting	Y								T
Chordata	Aves	Passerina	versicolor		 Varied Bunting	Y								T
Mollusca	Bivalvia	Patinopecten	yessoensis		Japanese scallop		Y				N			M
Arthropoda	Insecta	Pauesia	cedrobii  				Y				?			T
Chordata	Aves	Pavo	cristatus		 Indian Peafowl	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Paysandisia	archon			Y	Y	N		Y		N		T
Arthropoda	Insecta	Pealius	azaleae		 Azalea whitefly	Y		Y	Y	?		?	?	T
Mollusca	Bivalvia	Pecten	maximus		Great scallop	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	M
Bryozoa	Phylactolaemata	Pectinatella	magnifica				Y		Y		N		N	F
Arthropoda	Insecta	Pediobius	phyllotretae  			Y				?				T
Chordata	Aves	Pelecanus	crispus		Dalmatian Pelican	Y				Y				F+T
Chordata	Aves	Pelecanus	onocrotalus		Great White Pelican	Y			Y	Y			Y	F+T
Chordata	Aves	Pelecanus	rufescens		Pink-backed Pelican	Y		Y	Y	Y		Y	Y	F+T
Arthropoda	Arachnida	Pellenes	geniculatus					Y				Y		T
Platyhelminthes	Trematoda	Pellucidhaptor	pricei			Y				?				F
Arthropoda	Insecta	Pelomyia	occidentalis		 A Shore Fly	Y	N	N	N					T
Chordata	Amphibia	Pelophylax	bedriagae				Y	Y			Y	Y		F+T
Chordata	Amphibia	Pelophylax	esculentus		Edible Frog	Y	Y			Y	Y			F+T
Chordata	Amphibia	Pelophylax	lessonae		Pool Frog	Y	Y	Y	Y	Y	Y	Y	Y	F+T
Chordata	Amphibia	Pelophylax	ridibundus		Marsh Frog	Y, Er	Y	Y	Y	N	Y	Y	Y	F+T
Arthropoda	Insecta	Pelosoma	lafertei  				Y				?			T
Arthropoda	Insecta	Pemphigus	populitransversus			Y		Y		?		Y		T
Arthropoda	Insecta	Pentalonia	nigronervosa			Y			Y	?				T
Arthropoda	Insecta	Pentarthrum	huttoni			Y	Y	Y	Y	Y	?	Y	Y	T
Chordata	Aves	Perdix	perdix		 Grey Partridge	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Peribatodes	secundaria		 Feathered Beauty	Y	Y	Y	Y	Y	N	N	Y	T
Arthropoda	Insecta	Perigona	nigriceps			Y		Y	Y	Y		Y	Y	T
Arthropoda	Insecta	Periphyllus	acericola			Y				?				T
Arthropoda	Insecta	Periphyllus	aceris			Y				?				T
Arthropoda	Insecta	Periphyllus	californiensis			Y			Y	Y				T
Arthropoda	Insecta	Periphyllus	lyropictus			Y				?				T
Arthropoda	Insecta	Periphyllus	xanthomelas  			Y				?				T
Arthropoda	Insecta	Periplaneta	 americana 			Y	Y	Y	Y	Y	N	N	N	T
Arthropoda	Insecta	Periplaneta 	australasiae			Y	Y	Y	Y	Y	N	N	Y	T
Arthropoda	Insecta	Peripsocus	bivari  				Y				?			T
Arthropoda	Insecta	Peripsocus	milleri  			Y				?				T
Arthropoda	Insecta	Peripsocus	parvulus  			Y				?				T
Heterokontophyta	Oomycetes	Peronospora	hyoscyami f.			Y	Y			N				T
Chordata	Ascidiacea	Perophora	japonica			Y	Y		Y	Y	N		Y	M
Angiospermae	Eudicotyledoneae	Persicaria	wallichii		Himalayan Knotweed	Y	Y	Y	Y		Y	Y	Y	T
Mollusca	Bivalvia	Petricola	pholadiformis		American piddock	Y	Y	Y	Y	Y	Y	Y	Y	M
Arthropoda	Insecta	Pezothrips 	kellyanus						Y					T
Arthropoda	Insecta	Phacophallus	parumpunctatus			Y				Y				T
Ascomycota	Dothideomycetes	Phaeocryptopus	gaeumannii   			Y	Y	Y	Y					T
Haptophyta	Coccolithophyceae	Phaeocystis	pouchetii			Y	Y	Y	Y	Y	Y	Y	Y	M
Chordata	Aves	Phaethon	aethereus		 Red-billed Tropicbird	Y								T
Platyhelminthes	Turbellaria	Phagocata	woodworthi			Y				N				F
Chordata	Aves	Phalacrocorax	auritus		 Double-crested Cormorant	Y	Y	Y	Y	Y	Y	Y	Y	T
Chordata	Ascidiacea	Phallusia	mammillata			Y	Y			Y	Y			M
Arthropoda	Insecta	Phasia	barbifrons		 A Tachinid Fly	Y			Y	Y			Y	T
Chordata	Aves	Phasianus	colchicus		 Common Pheasant	Y	Y	Y	Y	Y	Y	Y	Y	T
Chordata	Aves	Phasianus	versicolor		 Green Pheasant	Y				Y				T
Arthropoda	Insecta	Pheidole	anastasii						Y					T
Arthropoda	Insecta	Pheidole	bilimeki			Y	Y							T
Arthropoda	Insecta	Pheidole	guineensis  				Y				?			T
Arthropoda	Insecta	Pheidole	megacephala		 Bigheaded ant	Y	Y		Y	?	?		?	T
Arthropoda	Insecta	Phenacoccus	madeirensis				Y				?			T
Arthropoda	Insecta	Phenacoccus	peruvianus				Y				?			T
Chordata	Aves	Pheucticus	melanocephalus		 Black-headed Grosbeak	Y								T
Nematoda	Secernentea	Philometroides	sanguinea		Cruican Carp Nematode (no official common name found)	Y								F
Arthropoda	Insecta	Philonthus	rectangulus			Y	Y	Y	Y	Y				T
Arthropoda	Insecta	Philonthus 	spinipes			Y	Y		Y	N			Y	T
Arthropoda	Insecta	Philothermus	montandoni  				Y				?			T
Arthropoda	Insecta	Phloeosinus	aubei						Y				Y	T
Arthropoda	Insecta	Phloeosinus	thujae			Y				Y				T
Arthropoda	Insecta	Phloeosinus 	rudis				Y		Y					T
Ascomycota	Dothideomycetes	Phloeospora	robiniae   			Y	Y			Y				T
Arthropoda	Insecta	Phloeotribus	caucasicus				Y				?			T
Arthropoda	Insecta	Phoenicococcus	marlatti				Y				?			T
Chordata	Aves	Phoeniconaias	minor		Lesser Flamingo	Y	Y	Y	Y	Y	?	Y	Y	F+T
Chordata	Aves	Phoenicopterus	chilensis		Chilean Flamingo	Y	Y	Y	Y	Y		Y	Y	F+T
Chordata	Aves	Phoenicopterus	ruber		Greater Flamingo	Y		Y	Y	Y		Y	Y	F+T
Chordata	Aves	Phoenicurus	auroreus		 Daurian Redstart	Y				N				T
Chordata	Aves	Phoenicurus	leucocephalus		 White-capped Redstart	Y								T
Arthropoda	Arachnida	Pholcus	opilionoides				Y	Y			N	Y		T
Arthropoda	Arachnida	Pholcus	phalangioides		 Daddy-long-legs spider	Y	Y	Y	Y	Y		Y	Y	T
Arthropoda	Arachnida	Phoneutria	nigriventer					Y				Y		T
Arthropoda	Insecta	Phoracantha	semipunctata  				Y				?			T
Bryozoa	Gymnolaemata	Phoronis 	hippocrepia			Y	Y	Y	Y	Y	Y	Y	Y	M
Arthropoda	Insecta	Phradonoma	tricolor						Y				?	T
Arthropoda	Insecta	Phryneta	leprosa  				Y							T
Arthropoda	Insecta	Phthorimaea	operculella		 Potato Tuber Moth	Y, Er	Y	Y	Y	N	N		Y	T
Arthropoda	Insecta	Phyllocnistis	citrella  				Y				?			T
Arthropoda	Arachnida	Phyllocoptes	azaleae						Y					T
Arthropoda	Maxillopoda	Phyllodicola	petiti		parasitic copepod	Y				N				M
Arthropoda	Insecta	Phyllodiplosis	cocciferae  			Y				?				T
Arthropoda	Insecta	Phyllonorycter	comparella		 Winter Poplar Midget [ 	Y	Y	Y	Y	Y	N	N	Y	T
Arthropoda	Insecta	Phyllonorycter	geniculella		 Sycamore Midget	Y	Y	Y	Y	Y	N	N	Y	T
Arthropoda	Insecta	Phyllonorycter	issikii  			Y			Y	?				T
Arthropoda	Insecta	Phyllonorycter	joannisi			Y	Y	Y	Y				Y	T
Arthropoda	Insecta	Phyllonorycter	leucographella		 Firethorn Leaf Miner	Y	Y	Y	Y	Y		Y	Y	T
Arthropoda	Insecta	Phyllonorycter	platani		 London Midget	Y	Y	Y	Y	Y	N	Y	Y	T
Arthropoda	Insecta	Phyllonorycter	strigulatella		 Grey-alder Midget	Y	Y		Y	Y	N		Y	T
Arthropoda	Insecta	Phyllonorycter 	robiniella			Y	Y	Y	Y					T
Arthropoda	Insecta	Phymatocera	aterrima  			Y				?				T
Arthropoda	Insecta	Phymatodes	lividus			Y				Y				T
Pteridophyta	Pteridopsida	Phymatosorus	diversifolius		 Kangaroo Fern	Y				?				T
Mollusca	Gastropoda	Physa			 Bladder Snails	Y				Y				T
Mollusca	Gastropoda	Physella	acuta		European physa	Y	Y	Y	Y	Y	Y	Y	Y	F
Mollusca	Gastropoda	Physella	gyrina		Tadpole physa	Y				Y				F
Angiospermae	Eudicotyledoneae	Phytolacca	acinosa		Indian Pokeweed	Y		Y	Y	Y		Y	?	T
Angiospermae	Eudicotyledoneae	Phytolacca	americana		American pokeweed	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Phytoliriomyza	melampyga		 A Leaf-ming Fly	Y			Y	Y			Y	T
Arthropoda	Insecta	Phytomyza	astrantiae		 A Leaf-mining Fly				Y				N	T
Arthropoda	Insecta	Phytomyza	gymnostoma		 A Leaf-mining Fly				Y				?	T
Arthropoda	Insecta	Phytomyza	hellebori		 A Leaf-ming Fly	Y				Y				T
Heterokontophyta	Oomycetes	Phytophthora	lateralis   				Y		Y					T
Heterokontophyta	Oomycetes	Phytophthora	ramorum   			Y	Y	Y	Y			Y		T
Arthropoda	Arachnida	Phytoseiulus	persimilis   			Y		Y						T
Pinophyta	Pinopsida	Picea	glauca   			Y				Y				T
Pinophyta	Pinopsida	Picea	omorika   			Y		Y	Y	Y		Y	Y	T
Pinophyta	Pinopsida	Picea	sitchensis		Sitka Spruce	Y	Y	Y	Y	Y	Y	Y	Y	T
Rhodophyta	not assigned	Pikea	californica		Captain Pike's weed	Y				N				M
Annelida	Polychaeta	Pileolaria	berkeleyana			Y	Y			Y	N			M
Annelida	Polychaeta	Pileolaria	militaris			Y	Y			Y	N			M
Arthropoda	Malacostraca	Pilumnoides	inglei		xanthid crab	Y, Er				N				M
Arthropoda	Malacostraca	Pilumnoides	perlatus		xanthid crab	Y				N				M
Chordata	Actinopterygii	Pimephales	promelas		Fathead Minnow	Y	Y	Y	Y	Y	Y	Y	Y	F
Arthropoda	Insecta	Pineus	orientalis			Y			Y	?				T
Arthropoda	Insecta	Pineus	phylloxeroidea			Y			Y	?			?	T
Arthropoda	Insecta	Pineus	pineoides			Y				?				T
Arthropoda	Insecta	Pineus	similis			Y				?				T
Arthropoda	Insecta	Pineus	strobi			Y			Y	?				T
Arthropoda	Insecta	Pinnaspis	aspidistrae			Y	Y		Y	?	?		?	T
Arthropoda	Insecta	Pinnaspis	buxi			Y	Y			?	?			T
Arthropoda	Insecta	Pinnaspis	strachani			Y	Y			?	?			T
Pinophyta	Pinopsida	Pinophyta	wallichiana   			Y								T
Pinophyta	Pinopsida	Pinus	banksiana   			Y	Y			N	N			T
Pinophyta	Pinopsida	Pinus	contorta		Lodgepole Pine	Y	Y	Y	Y	Y	N	Y	N	T
Pinophyta	Pinopsida	Pinus	mugo   			Y	nat	Y	Y					T
Pinophyta	Pinopsida	Pinus	nigra		Black Pine	Y	Y	Y	Y	Y	Y	Y	Y	T
Pinophyta	Pinopsida	Pinus	peuce   			Y		Y		Y		Y		T
Pinophyta	Pinopsida	Pinus	pinaster		Atlantic Maritime Pine	Y	Y	Y	Y	Y	Y	Y	Y	T
Pinophyta	Pinopsida	Pinus	ponderosa   			Y	Y	Y	Y	Y		N	N	T
Pinophyta	Pinopsida	Pinus	radiata   			Y	Y			Y	N			T
Pinophyta	Pinopsida	Pinus	strobus   			Y	Y	Y	Y	Y	Y	Y	Y	T
Chordata	Aves	Pipilo	maculatus		 Spotted Towhee	Y								T
Chordata	Actinopterygii	Pisodonophis	semicinctus		(eel)	N	Y			N	N			M
Arthropoda	Insecta	Pistosia	dactyliferae				Y				?			T
Chlorophyta	Ulvophyceae	Pithophora	oedogonia			Y				?				M+F
Arthropoda	Insecta	Pitrufquenia 	coypus			Y			Y					T
Arthropoda	Insecta	Pityogenes	bidentatus			Y		Y	Y	Y		Y	Y	T
Arthropoda	Insecta	Pityogenes	quadridens			Y		Y		N		N		T
Arthropoda	Arachnida	Pityohyphantes	phrygianus			Y			Y	N				T
Arthropoda	Insecta	Placotettix	taeniatifrons			Y				Y				T
Arthropoda	Insecta	Plagiolepis	alluaudi				Y		Y					T
Arthropoda	Insecta	Plagiolepis 	taurica						Y					T
Arthropoda	Insecta	Plagiomerus	diaspidis  				Y				?			T
Platyhelminthes	Turbellaria	Planaria	torva			Y		Y	Y	Y		Y	Y	F
Arthropoda	Insecta	Planococcus	citri			Y	Y		Y	?	?		?	T
Arthropoda	Insecta	Planococcus	vovae		 Cypress mealybug	Y				?				T
Heterokontophyta	Oomycetes	Plasmopara	halstedii   				Y		Y					T
Arthropoda	Insecta	Plastanoxus	laevis  				Y				?			T
Chordata	Aves	Platalea	alba		 African Spoonbill	Y		Y	Y	Y		Y	N	T
Arthropoda	Malacostraca	Platorchestia	platensis						Y				Y	T
Chordata	Aves	Platycercus	elegans		 Crimson Rosella	Y		Y	Y	Y		Y	Y	T
Chordata	Aves	Platycercus	eximius		 Eastern Rosella	Y		Y	Y	Y		Y	Y	T
Pinophyta	Pinopsida	Platycladus	orientalis   			Y	Y			Y	N			T
Arthropoda	Insecta	Platygaster	robiniae  				Y				?			T
Arthropoda	Insecta	Platynota	rostrana			Y	N	N	N	N	N	N	N	T
Arthropoda	Insecta	Platypus	curtus  			Y				?				T
Arthropoda	Insecta	Platypus	parallelus  			Y				?				T
Arthropoda	Insecta	Platypus	penetralis  			Y				?				T
Chordata	Aves	Plegadis	falcinellus		 Glossy Ibis	Y	Y	Y	Y	Y		Y	Y	T
Chordata	Aves	Plegadis	ridgwayi		 Puna Ibis	Y		Y				Y		T
Heterokontophyta	Bacillariophyceae	Pleurosigma	planctonicum			Y	Y			Y				M
Heterokontophyta	Bacillariophyceae	Pleurosigma	simonsenii			Y			Y	Y				M
Arthropoda	Arachnida	Plexippus	paykulli			Y	Y	Y				Y		T
Arthropoda	Insecta	Plioreocepta	poeciloptera		 Asparagus fly			Y	Y			?	N	T
Chordata	Aves	Ploceus	castaneiceps		 Taveta Golden Weaver	Y				N				T
Chordata	Aves	Ploceus	cucullatus		 Village Weaver	Y	Y		Y	Y	Y		Y	T
Chordata	Aves	Ploceus	melanocephalus		 Black-headed Weaver	Y		Y		Y		Y		T
Chordata	Aves	Ploceus	vitellinus		 Vitelline Masked Weaver	Y				Y				T
Arthropoda	Insecta	Plochionus	pallens				Y		Y		?		?	T
Arthropoda	Insecta	Plodia	interpunctella		 Indian Meal Moth	Y	Y	Y	Y	Y	N	Y	Y	T
Arthropoda	Insecta	Plutella	porrectella		 Grey-streaked Smudge	Y	Y	Y	Y	Y	N	N	Y	T
Arthropoda	Insecta	Pocadius	adustus  			Y				Y				T
Chordata	Reptilia	Podarcis	muralis		 Wall Lizard [ 	Y	Y	Y	Y	Y	Y	Y	Y	T
Chordata	Reptilia	Podarcis	siculus		Italian wall lizard		Y	Y			N	N		T
Arthropoda	Insecta	Podisus	maculiventris				Y	Y	Y		?	?	?	T
Ascomycota	Leotiomycetes	Podosphaera	mors-uvae   			Y	Y	Y	Y	Y				T
Chordata	Actinopterygii	Poecilia	reticulata		Guppy	Y, Ex		N	Y	N		N	Y	M
Arthropoda	Insecta	Poecilium	lividum					Y	Y			?	?	T
Chordata	Aves	Poephila	guttata		 Zebra Finch	Y		Y	Y	Y		Y	Y	T
Chordata	Aves	Poicephalus	senegalus		 Senegal Parrot	Y	Y	Y	Y	Y		Y	Y	T
Annelida	Polychaeta	Polydora	hoplura			Y	Y	Y	Y	Y	Y	Y	Y	M
Annelida	Polychaeta	Polydora 	ciliata		bristleworm	Y	Y	Y	Y	Y	?	Y	Y	M
Arthropoda	Insecta	Polydrusus	impar					Y	Y			N	N	T
Arthropoda	Insecta	Polygraphus	poligraphus			Y				Y				T
Arthropoda	Arachnida	Polyphagotarsonemus	latus   			Y		Y	Y					T
Arthropoda	Insecta	Polyplax	spinulosa				Y		Y					T
Rhodophyta	not assigned	Polysiphonia	harveyi			Y	Y		Y	Y	Y			M
Rhodophyta	not assigned	Polysiphonia	senticulosa				Y	Y	Y		Y	Y	Y	M+F
Pteridophyta	Pteridopsida	Polystichum	munitum		 Western Sword-Fern [ 	Y				Y				T
Chordata	Aves	Polytelis	alexandrae		 Princess Parrot	Y								T
Arthropoda	Insecta	Ponera	coarctata		 Indolent Ant	Y		Y						T
Arthropoda	Diplopoda	Poratia 	digitata			Y	Y		Y	Y				T
Arthropoda	Malacostraca	Porcellio	laevis			Y			Y	Y			Y	F
Arthropoda	Malacostraca	Porcellionides 	pruinosus			Y		Y	Y	Y		Y	Y	F
Chordata	Aves	Porphyrio	porphyrio		 Purple Swamphen	Y	Y	Y	Y	Y	?	Y	N	F+T+M
Platyhelminthes	Trematoda	Posthodiplostomum 	cuticola						Y				?	F
Angiospermae	Monocotyledoneae	Potamogeton	epihydrus		American Pondweed	Y				?				F
Arthropoda	Malacostraca	Potamon	ibericum				Y				N			F
Mollusca	Gastropoda	Potamopyrgus	antipodarum		Jenkins' Spire Snail, New Zealand Mudsnail	Y	Y	Y	Y	Y	Y	Y	Y	M+F
Annelida	Clitellata	Potamothrix	vejdovskyi					Y	Y			Y	Y	M
Nematoda	Adenophorea	Pratylenchus	bolivianus		 Root Lesion Nematode	Y				Y				T
Nematoda	Adenophorea	Pratylenchus	vulnus						Y				?	T
Arthropoda	Insecta	Prays	citri 				Y		Y					T
Arthropoda	Insecta	Pristiphora	abietina  			Y				?				T
Arthropoda	Insecta	Pristiphora	amphibola  			Y				?				T
Arthropoda	Insecta	Pristiphora	compressa  			Y				?				T
Arthropoda	Insecta	Pristiphora	erichsonii			Y			Y	N			?	T
Arthropoda	Insecta	Pristiphora	glauca  			Y				?				T
Arthropoda	Insecta	Pristiphora	laricis			Y		Y	Y	N		?	?	T
Arthropoda	Insecta	Pristiphora	leucopus  			Y				?				T
Arthropoda	Insecta	Pristiphora	nigella  			Y				?				T
Arthropoda	Insecta	Pristiphora	saxesenii  			Y				?				T
Arthropoda	Insecta	Pristiphora	subarctica  			Y				?				T
Arthropoda	Insecta	Pristiphora	thalictri  			Y				?				T
Arthropoda	Insecta	Pristiphora	wesmaeli			Y			Y	Y			?	T
Arthropoda	Malacostraca	Proasellus	coxalis				Y	Y	Y		N	Y	Y	F
Arthropoda	Malacostraca	Proasellus	meridianus			Y	Y	Y	Y	Y	N	Y	Y	F
Arthropoda	Malacostraca	Procambarus	acutus		white river crayfish				Y				Y	F
